,i,name,SMILES
1744,1744,SC4H9O2H(187) + OCHO(38) <=> HOCHO(40) + C4H8OOH2-4(223),CCC(C)OO+[O]C=O_O=CO+[CH2]CC(C)OO
1745,1745,SC4H9O2H(187) + CH3O(31) <=> SC4H9O2(186) + CH3OH(30),CCC(C)OO+C[O]_CCC(C)O[O]+CO
1746,1746,SC4H9O2H(187) + CH3O(31) <=> CH3OH(30) + C4H8OOH2-4(223),CCC(C)OO+C[O]_CO+[CH2]CC(C)OO
1747,1747,SC4H9O2(186) + C2H5O2H(48) <=> SC4H9O2H(187) + C2H5O2(47),CCC(C)O[O]+CCOO_CCC(C)OO+CCO[O]
1748,1748,C2H5O2H(48) + C4H8OOH2-4(223) <=> SC4H9O2H(187) + C2H5O2(47),CCOO+[CH2]CC(C)OO_CCC(C)OO+CCO[O]
1749,1749,C4H8OOH2-4(223) + HO2(16) <=> SC4H9O2H(187) + O2(2),[CH2]CC(C)OO+[O]O_CCC(C)OO+[O][O]
1750,1750,SC4H9(183) + HO2(16) <=> SC4H9O2H(187),C[CH]CC+[O]O_CCC(C)OO
1751,1751,SC4H9O2H(187) <=> SC4H9O2(186) + H(14),CCC(C)OO_CCC(C)O[O]+[H]
1752,1752,SC4H9O2H(187) <=> C4H8OOH2-4(223) + H(14),CCC(C)OO_[CH2]CC(C)OO+[H]
1753,1753,SC4H9O2H(187) + CH3(18) <=> CH4(10) + C4H8OOH2-4(223),CCC(C)OO+[CH3]_C+[CH2]CC(C)OO
1754,1754,SC4H9O2(186) + [CH2]C[O](703) <=> SC4H9O2H(187) + CH2CHO(21),CCC(C)O[O]+[CH2]C[O]_CCC(C)OO+[CH2]C=O
1755,1755,C4H8OOH2-4(223) + [CH2]C[O](703) <=> SC4H9O2H(187) + CH2CHO(21),[CH2]CC(C)OO+[CH2]C[O]_CCC(C)OO+[CH2]C=O
1756,1756,SC4H9O2(186) + CH3CO(20) <=> CH2CO(24) + SC4H9O2H(187),CCC(C)O[O]+C[C]=O_C=C=O+CCC(C)OO
1757,1757,CH3CO(20) + C4H8OOH2-4(223) <=> CH2CO(24) + SC4H9O2H(187),C[C]=O+[CH2]CC(C)OO_C=C=O+CCC(C)OO
1758,1758,CH2CHO(21) + C4H8OOH2-4(223) <=> CH2CO(24) + SC4H9O2H(187),[CH2]C=O+[CH2]CC(C)OO_C=C=O+CCC(C)OO
1759,1759,SC4H9O2(186) + C2H3(22) <=> C2H2(25) + SC4H9O2H(187),CCC(C)O[O]+[CH]=C_C#C+CCC(C)OO
1760,1760,C4H8OOH2-4(223) + C2H3(22) <=> C2H2(25) + SC4H9O2H(187),[CH2]CC(C)OO+[CH]=C_C#C+CCC(C)OO
1761,1761,SC4H9O2(186) + HCO(19) <=> SC4H9O2H(187) + CO(6),CCC(C)O[O]+[CH]=O_CCC(C)OO+[C-]#[O+]
1762,1762,C4H8OOH2-4(223) + HCO(19) <=> SC4H9O2H(187) + CO(6),[CH2]CC(C)OO+[CH]=O_CCC(C)OO+[C-]#[O+]
1763,1763,SC4H9O2(186) + OCHO(38) <=> SC4H9O2H(187) + CO2(7),CCC(C)O[O]+[O]C=O_CCC(C)OO+O=C=O
1764,1764,C4H8OOH2-4(223) + OCHO(38) <=> SC4H9O2H(187) + CO2(7),[CH2]CC(C)OO+[O]C=O_CCC(C)OO+O=C=O
1765,1765,CH3O(31) + C4H8OOH2-4(223) <=> CH2O(9) + SC4H9O2H(187),C[O]+[CH2]CC(C)OO_C=O+CCC(C)OO
1766,1766,SC4H9O2(186) + C2H5(33) <=> C2H4(11) + SC4H9O2H(187),CCC(C)O[O]+C[CH2]_C=C+CCC(C)OO
1767,1767,C2H5(33) + C4H8OOH2-4(223) <=> C2H4(11) + SC4H9O2H(187),C[CH2]+[CH2]CC(C)OO_C=C+CCC(C)OO
1768,1768,SC4H9O2(186) + NC3H7(92) <=> C3H6(12) + SC4H9O2H(187),CCC(C)O[O]+[CH2]CC_C=CC+CCC(C)OO
1769,1769,NC3H7(92) + C4H8OOH2-4(223) <=> C3H6(12) + SC4H9O2H(187),[CH2]CC+[CH2]CC(C)OO_C=CC+CCC(C)OO
1770,1770,SC4H9O2(186) + IC3H7(93) <=> C3H6(12) + SC4H9O2H(187),CCC(C)O[O]+C[CH]C_C=CC+CCC(C)OO
1771,1771,IC3H7(93) + C4H8OOH2-4(223) <=> C3H6(12) + SC4H9O2H(187),C[CH]C+[CH2]CC(C)OO_C=CC+CCC(C)OO
1772,1772,SC4H9O2H(187) + C4H8OOH2-4(223) <=> SC4H9O2H(187) + SC4H9O2(186),CCC(C)OO+[CH2]CC(C)OO_CCC(C)OO+CCC(C)O[O]
1773,1773,SC4H9O2(186) + SC4H9(183) <=> C4H8-2(189) + SC4H9O2H(187),CCC(C)O[O]+C[CH]CC_CC=CC+CCC(C)OO
1774,1774,SC4H9(183) + C4H8OOH2-4(223) <=> C4H8-2(189) + SC4H9O2H(187),C[CH]CC+[CH2]CC(C)OO_CC=CC+CCC(C)OO
1775,1775,CC(CCOO)OO(787) + C4H8OOH2-4(223) <=> C4H8OOH2-4O2(229) + SC4H9O2H(187),CC(CCOO)OO+[CH2]CC(C)OO_CC(CCO[O])OO+CCC(C)OO
1776,1776,SC4H9O2(186) + PC4H9(182) <=> C4H8-1(188) + SC4H9O2H(187),CCC(C)O[O]+[CH2]CCC_C=CCC+CCC(C)OO
1777,1777,C4H8OOH2-4(223) + PC4H9(182) <=> C4H8-1(188) + SC4H9O2H(187),[CH2]CC(C)OO+[CH2]CCC_C=CCC+CCC(C)OO
1778,1778,SC4H9O2(186) + SC4H9(183) <=> C4H8-1(188) + SC4H9O2H(187),CCC(C)O[O]+C[CH]CC_C=CCC+CCC(C)OO
1779,1779,SC4H9(183) + C4H8OOH2-4(223) <=> C4H8-1(188) + SC4H9O2H(187),C[CH]CC+[CH2]CC(C)OO_C=CCC+CCC(C)OO
1780,1780,CC(CCOO)OO(787) + C4H8OOH2-4(223) <=> C4H8OOH1-3O2(225) + SC4H9O2H(187),CC(CCOO)OO+[CH2]CC(C)OO_CC(CCOO)O[O]+CCC(C)OO
1781,1781,CC(CC[O])OO(777) + SC4H9O2(186) <=> NC4KET13(252) + SC4H9O2H(187),CC(CC[O])OO+CCC(C)O[O]_CC(CC=O)OO+CCC(C)OO
1782,1782,CC(CC[O])OO(777) + C4H8OOH2-4(223) <=> NC4KET13(252) + SC4H9O2H(187),CC(CC[O])OO+[CH2]CC(C)OO_CC(CC=O)OO+CCC(C)OO
1783,1783,C3KET21(73) + C4H8OOH2-4(223) <=> CH3COCH2O2(72) + SC4H9O2H(187),CC(=O)COO+[CH2]CC(C)OO_CC(=O)CO[O]+CCC(C)OO
1784,1784,C3KET21(73) + C4H8OOH2-4(223) <=> SC4H9O2H(187) + [CH2]C(=O)COO(911),CC(=O)COO+[CH2]CC(C)OO_CCC(C)OO+[CH2]C(=O)COO
1785,1785,SC4H9O2(186) + C2H5O(49) <=> CH3CHO(35) + SC4H9O2H(187),CCC(C)O[O]+CC[O]_CC=O+CCC(C)OO
1786,1786,C2H5O(49) + C4H8OOH2-4(223) <=> CH3CHO(35) + SC4H9O2H(187),CC[O]+[CH2]CC(C)OO_CC=O+CCC(C)OO
1787,1787,C3H6(12) + C4H8OOH2-4(223) <=> SC4H9O2H(187) + C3H5-A(94),C=CC+[CH2]CC(C)OO_CCC(C)OO+[CH2]C=C
1788,1788,SC4H9O2(186) + [CH2]C[CH]C(748) <=> C4H71-3(190) + SC4H9O2H(187),CCC(C)O[O]+[CH2]C[CH]C_C=C[CH]C+CCC(C)OO
1789,1789,C4H8OOH2-4(223) + [CH2]C[CH]C(748) <=> C4H71-3(190) + SC4H9O2H(187),[CH2]CC(C)OO+[CH2]C[CH]C_C=C[CH]C+CCC(C)OO
1790,1790,SC4H9O2(186) + C4H71-4(191) <=> C4H6(194) + SC4H9O2H(187),CCC(C)O[O]+[CH2]CC=C_C=CC=C+CCC(C)OO
1791,1791,C4H8OOH2-4(223) + C4H71-4(191) <=> C4H6(194) + SC4H9O2H(187),[CH2]CC(C)OO+[CH2]CC=C_C=CC=C+CCC(C)OO
1792,1792,C4H71-3(190) + C4H8OOH2-4(223) <=> C4H6(194) + SC4H9O2H(187),C=C[CH]C+[CH2]CC(C)OO_C=CC=C+CCC(C)OO
1793,1793,C3H5O(129) + SC4H9O2(186) <=> C2H3CHO(74) + SC4H9O2H(187),C=CC[O]+CCC(C)O[O]_C=CC=O+CCC(C)OO
1794,1794,C3H5O(129) + C4H8OOH2-4(223) <=> C2H3CHO(74) + SC4H9O2H(187),C=CC[O]+[CH2]CC(C)OO_C=CC=O+CCC(C)OO
1795,1795,[CH2]C=C[CH2](2534) + OCHO(38) <=> CO2(7) + C4H71-4(191),[CH2]C=C[CH2]+[O]C=O_O=C=O+[CH2]CC=C
1796,1796,C3H5O(129) + [CH2]C=C[CH2](2534) <=> C2H3CHO(74) + C4H71-4(191),C=CC[O]+[CH2]C=C[CH2]_C=CC=O+[CH2]CC=C
1797,1797,H2O2(17) + [CH2]C[CH]C(748) <=> SC4H9(183) + HO2(16),OO+[CH2]C[CH]C_C[CH]CC+[O]O
1798,1798,SC4H9(183) + HO2(16) <=> SC4H9O2(186) + H(14),C[CH]CC+[O]O_CCC(C)O[O]+[H]
1799,1799,SC4H9(183) + HO2(16) <=> C4H8OOH2-4(223) + H(14),C[CH]CC+[O]O_[CH2]CC(C)OO+[H]
1800,1800,C3H6(12) + CH2O(9) <=> CH3O(31) + C3H5-A(94),C=CC+C=O_C[O]+[CH2]C=C
1801,1801,C3H6(12) + CH2O(9) <=> C3H5O(129) + CH3(18),C=CC+C=O_C=CC[O]+[CH3]
1802,1802,[CH2]C[CH]C(748) + OCHO(38) <=> CO2(7) + PC4H9(182),[CH2]C[CH]C+[O]C=O_O=C=O+[CH2]CCC
1803,1803,C4H6(194) + HO2(16) <=> C=CCCO[O](4407),C=CC=C+[O]O_C=CCCO[O]
1804,1804,C4H71-4(191) + O2(2) <=> C=CCCO[O](4407),[CH2]CC=C+[O][O]_C=CCCO[O]
1805,1805,C4H6(194) + HO2(16) <=> [CH]1CCOOC1(5425),C=CC=C+[O]O_[CH]1CCOOC1
1806,1806,C4H71-4(191) + O2(2) <=> [CH]1CCOOC1(5425),[CH2]CC=C+[O][O]_[CH]1CCOOC1
1807,1807,[CH]1CCOOC1(5425) <=> C=CCCO[O](4407),[CH]1CCOOC1_C=CCCO[O]
1808,1808,[CH]1CCOOC1(5425) + O2(2) <=> [O]OC1CCOOC1(9510),[CH]1CCOOC1+[O][O]_[O]OC1CCOOC1
1809,1809,C1=COOCC1(5951) <=> C2H3CHO(74) + CH2O(9),C1=COOCC1_C=CC=O+C=O
1810,1810,C=CCCO[O](4407) <=> C1=COOCC1(5951) + H(14),C=CCCO[O]_C1=COOCC1+[H]
1811,1811,C4H6(194) + HO2(16) <=> C1=COOCC1(5951) + H(14),C=CC=C+[O]O_C1=COOCC1+[H]
1812,1812,C4H71-4(191) + O2(2) <=> C1=COOCC1(5951) + H(14),[CH2]CC=C+[O][O]_C1=COOCC1+[H]
1813,1813,[CH]1CCOOC1(5425) <=> C1=COOCC1(5951) + H(14),[CH]1CCOOC1_C1=COOCC1+[H]
1814,1814,[CH]1CCOOC1(5425) + O2(2) <=> C1=COOCC1(5951) + HO2(16),[CH]1CCOOC1+[O][O]_C1=COOCC1+[O]O
1815,1815,[CH]1CCOOC1(5425) + O2(2) <=> C1=COOCC1(5951) + HO2(16),[CH]1CCOOC1+[O][O]_C1=COOCC1+[O]O
1816,1816,[O]OC1CCOOC1(9510) <=> C1=COOCC1(5951) + HO2(16),[O]OC1CCOOC1_C1=COOCC1+[O]O
1817,1817,[O]C=CCC[O](5753) <=> C2H3CHO(74) + CH2O(9),[O]C=CCC[O]_C=CC=O+C=O
1818,1818,[O]C=CCC[O](5753) <=> C1=COOCC1(5951),[O]C=CCC[O]_C1=COOCC1
1819,1819,O=CC1CCO1(5761) <=> C2H3CHO(74) + CH2O(9),O=CC1CCO1_C=CC=O+C=O
1820,1820,C1=COOCC1(5951) <=> O=CC1CCO1(5761),C1=COOCC1_O=CC1CCO1
1821,1821,[O]C=CCC[O](5753) <=> O=CC1CCO1(5761),[O]C=CCC[O]_O=CC1CCO1
1822,1822,CH2CO(24) + C4H6(194) <=> C2H(4) + C4H7O(202),C=C=O+C=CC=C_C=CC(C)[O]+[C]#C
1823,1823,OH(15) + C3H5-A(94) <=> C[C]CO(9122),[CH2]C=C+[OH]_C[C]CO
1824,1824,C[C]CO(9122) <=> H(14) + C3H5O(129),C[C]CO_C=CC[O]+[H]
1825,1825,O2(2) + O=CC1CCO1(5761) <=> O2(2) + C1=COOCC1(5951),O=CC1CCO1+[O][O]_C1=COOCC1+[O][O]
1826,1826,O2(2) + O=CC1CCO1(5761) <=> O2(2) + [O]C=CCC[O](5753),O=CC1CCO1+[O][O]_[O]C=CCC[O]+[O][O]
1827,1827,OH(15) + C4H8-2(189) <=> SC4H8OH(198),CC=CC+[OH]_C[CH]C(C)O
1828,1828,SC4H9O(217) <=> SC4H8OH(198),CCC(C)[O]_C[CH]C(C)O
1829,1829,O2(2) + SC4H8OH(198) <=> C4H8OH-2O2(200),C[CH]C(C)O+[O][O]_CC(O)C(C)O[O]
1830,1830,C4H8OH-2O2(200) => OH(15) + CH3CHO(35) + CH3CHO(35),CC(O)C(C)O[O]_CC=O+CC=O+[OH]
1831,1831,H2O(8) + C=CC(C)O[O](4243) <=> C4H8OH-2O2(200),C=CC(C)O[O]+O_CC(O)C(C)O[O]
1832,1832,SC4H8OH(198) <=> O(5) + SC4H9(183),C[CH]C(C)O_C[CH]CC+[O]
1833,1833,SC4H8OH(198) <=> H(14) + [CH2]CC(C)[O](766),C[CH]C(C)O_[CH2]CC(C)[O]+[H]
1834,1834,HO2(16) + O=CC1CCO1(5761) <=> HO2(16) + C1=COOCC1(5951),O=CC1CCO1+[O]O_C1=COOCC1+[O]O
1835,1835,HO2(16) + O=CC1CCO1(5761) <=> HO2(16) + [O]C=CCC[O](5753),O=CC1CCO1+[O]O_[O]C=CCC[O]+[O]O
1836,1836,CH2CHO(21) + C2H4O1-2(51) <=> CH2CHO(21) + [CH2]C[O](703),C1CO1+[CH2]C=O_[CH2]C=O+[CH2]C[O]
1837,1837,OH(15) + C3H6(12) <=> H(14) + SC3H5OH(135),C=CC+[OH]_CC=CO+[H]
1838,1838,O2(2) + SC3H5OH(135) => H(14) + HO2(16) + C2H3CHO(74),CC=CO+[O][O]_C=CC=O+[H]+[O]O
1839,1839,OH(15) + SC3H5OH(135) => H(14) + H2O(8) + C2H3CHO(74),CC=CO+[OH]_C=CC=O+O+[H]
1840,1840,H(14) + SC3H5OH(135) => H(14) + H2(13) + C2H3CHO(74),CC=CO+[H]_C=CC=O+[H]+[H][H]
1841,1841,O(5) + SC3H5OH(135) => H(14) + OH(15) + C2H3CHO(74),CC=CO+[O]_C=CC=O+[H]+[OH]
1842,1842,HO2(16) + SC3H5OH(135) => H(14) + H2O2(17) + C2H3CHO(74),CC=CO+[O]O_C=CC=O+OO+[H]
1843,1843,CH3(18) + SC3H5OH(135) => H(14) + CH4(10) + C2H3CHO(74),CC=CO+[CH3]_C+C=CC=O+[H]
1844,1844,CH3O2(45) + SC3H5OH(135) => H(14) + CH3O2H(46) + C2H3CHO(74),CC=CO+CO[O]_C=CC=O+COO+[H]
1845,1845,CH3O(31) + SC3H5OH(135) => H(14) + CH3OH(30) + C2H3CHO(74),CC=CO+C[O]_C=CC=O+CO+[H]
1846,1846,OH(15) + C3H5-A(94) <=> SC3H5OH(135),[CH2]C=C+[OH]_CC=CO
1847,1847,C[C]CO(9122) <=> SC3H5OH(135),C[C]CO_CC=CO
1848,1848,CH3(18) + SC3H5OH(135) <=> SC4H9O(217),CC=CO+[CH3]_CCC(C)[O]
1849,1849,CH3(18) + SC3H5OH(135) <=> SC4H8OH(198),CC=CO+[CH3]_C[CH]C(C)O
1850,1850,CH3(18) + SC3H5OH(135) <=> O(5) + SC4H9(183),CC=CO+[CH3]_C[CH]CC+[O]
1851,1851,CH3(18) + SC3H5OH(135) <=> H(14) + [CH2]CC(C)[O](766),CC=CO+[CH3]_[CH2]CC(C)[O]+[H]
1852,1852,O2CH2CHO(56) + C2H4O1-2(51) <=> O2CH2CHO(56) + [CH2]C[O](703),C1CO1+[O]OCC=O_[CH2]C[O]+[O]OCC=O
1853,1853,CH3O(31) + C2H4O1-2(51) <=> CH3O(31) + [CH2]C[O](703),C1CO1+C[O]_C[O]+[CH2]C[O]
1854,1854,[CH]C(687) <=> C2H4(11),[CH]C_C=C
1855,1855,C2H4(11) <=> CH(3) + CH3(18),C=C_[CH3]+[CH]
1856,1856,[CH]C(687) <=> CH(3) + CH3(18),[CH]C_[CH3]+[CH]
1857,1857,[CH]C(687) <=> H(14) + C2H3(22),[CH]C_[CH]=C+[H]
1858,1858,CO2(7) + C4H8-1(188) <=> CO2(7) + C4H8-2(189),C=CCC+O=C=O_CC=CC+O=C=O
1859,1859,C2H(4) + [CH2]C[O](703) <=> C2H2(25) + CH2CHO(21),[CH2]C[O]+[C]#C_C#C+[CH2]C=O
1860,1860,C2H(4) + CH3CHO(35) <=> C2H2(25) + CH2CHO(21),CC=O+[C]#C_C#C+[CH2]C=O
1861,1861,C2H(4) + C2H4(11) <=> C2H2(25) + C2H3(22),C=C+[C]#C_C#C+[CH]=C
1862,1862,CO(6) + CH(3) <=> HCCO(27),[CH]+[C-]#[O+]_C#C[O]
1863,1863,OH(15) + C2H(4) <=> H(14) + HCCO(27),[C]#C+[OH]_C#C[O]+[H]
1864,1864,O(5) + HCCO(27) <=> H(14) + CO(6) + CO(6),C#C[O]+[O]_[H]+[C-]#[O+]+[C-]#[O+]
1865,1865,O(5) + HCCO(27) <=> CO2(7) + CH(3),C#C[O]+[O]_O=C=O+[CH]
1866,1866,O2(2) + HCCO(27) <=> OH(15) + CO(6) + CO(6),C#C[O]+[O][O]_[OH]+[C-]#[O+]+[C-]#[O+]
1867,1867,CH(3) + HCCO(27) <=> CO(6) + C2H2(25),C#C[O]+[CH]_C#C+[C-]#[O+]
1868,1868,CH2(23) + HCCO(27) <=> CO(6) + C2H3(22),C#C[O]+[CH2]_[CH]=C+[C-]#[O+]
1869,1869,HCCO(27) + HCCO(27) <=> CO(6) + CO(6) + C2H2(25),C#C[O]+C#C[O]_C#C+[C-]#[O+]+[C-]#[O+]
1870,1870,O(5) + C2H2(25) <=> H(14) + HCCO(27),C#C+[O]_C#C[O]+[H]
1871,1871,H(14) + CH2CO(24) <=> H2(13) + HCCO(27),C=C=O+[H]_C#C[O]+[H][H]
1872,1872,O(5) + CH2CO(24) <=> OH(15) + HCCO(27),C=C=O+[O]_C#C[O]+[OH]
1873,1873,OH(15) + CH2CO(24) <=> H2O(8) + HCCO(27),C=C=O+[OH]_C#C[O]+O
1874,1874,OH(15) + HCCO(27) => H2(13) + CO(6) + CO(6),C#C[O]+[OH]_[H][H]+[C-]#[O+]+[C-]#[O+]
1875,1875,O2(2) + HCCO(27) => H(14) + CO(6) + CO2(7),C#C[O]+[O][O]_O=C=O+[H]+[C-]#[O+]
1876,1876,OH(15) + HCCO(27) <=> HCO(19) + HCO(19),C#C[O]+[OH]_[CH]=O+[CH]=O
1877,1877,OH(15) + HCCO(27) <=> CO(6) + CH2O(9),C#C[O]+[OH]_C=O+[C-]#[O+]
1878,1878,CH2(23) + HCCO(27) <=> CH2O(9) + C2H(4),C#C[O]+[CH2]_C=O+[C]#C
1879,1879,O2(2) + C2H(4) <=> O(5) + HCCO(27),[C]#C+[O][O]_C#C[O]+[O]
1880,1880,OH(15) + HCCO(27) <=> CO2(7) + CH2(23),C#C[O]+[OH]_O=C=O+[CH2]
1881,1881,O2(2) + HCCO(27) <=> O(5) + CO(6) + HCO(19),C#C[O]+[O][O]_[CH]=O+[O]+[C-]#[O+]
1882,1882,HO2(16) + HCCO(27) <=> O2(2) + CH2CO(24),C#C[O]+[O]O_C=C=O+[O][O]
1883,1883,HCCO(27) + C2H5(33) <=> CH2CO(24) + C2H4(11),C#C[O]+C[CH2]_C=C+C=C=O
1884,1884,CH2CO(24) <=> H(14) + HCCO(27),C=C=O_C#C[O]+[H]
1885,1885,H2O2(17) + HCCO(27) <=> HO2(16) + CH2CO(24),C#C[O]+OO_C=C=O+[O]O
1886,1886,HCCO(27) + CH3CO(20) <=> CH2CO(24) + CH2CO(24),C#C[O]+C[C]=O_C=C=O+C=C=O
1887,1887,HCCO(27) + CH2CHO(21) <=> CH2CO(24) + CH2CO(24),C#C[O]+[CH2]C=O_C=C=O+C=C=O
1888,1888,HCO(19) + HCCO(27) <=> CO(6) + CH2CO(24),C#C[O]+[CH]=O_C=C=O+[C-]#[O+]
1889,1889,CH3O(31) + HCCO(27) <=> CH2O(9) + CH2CO(24),C#C[O]+C[O]_C=C=O+C=O
1890,1890,HCCO(27) + NC3H7(92) <=> CH2CO(24) + C3H6(12),C#C[O]+[CH2]CC_C=C=O+C=CC
1891,1891,HCCO(27) + IC3H7(93) <=> CH2CO(24) + C3H6(12),C#C[O]+C[CH]C_C=C=O+C=CC
1892,1892,HCCO(27) + SC4H9O2H(187) <=> CH2CO(24) + SC4H9O2(186),C#C[O]+CCC(C)OO_C=C=O+CCC(C)O[O]
1893,1893,CH3O2H(46) + HCCO(27) <=> CH3O2(45) + CH2CO(24),C#C[O]+COO_C=C=O+CO[O]
1894,1894,HCCO(27) + SC4H9(183) <=> CH2CO(24) + C4H8-2(189),C#C[O]+C[CH]CC_C=C=O+CC=CC
1895,1895,HCCO(27) + PC4H9(182) <=> CH2CO(24) + C4H8-1(188),C#C[O]+[CH2]CCC_C=C=O+C=CCC
1896,1896,HCCO(27) + SC4H9(183) <=> CH2CO(24) + C4H8-1(188),C#C[O]+C[CH]CC_C=C=O+C=CCC
1897,1897,HCCO(27) + CC(CC[O])OO(777) <=> CH2CO(24) + NC4KET13(252),C#C[O]+CC(CC[O])OO_C=C=O+CC(CC=O)OO
1898,1898,HCCO(27) + C2H5O(49) <=> CH2CO(24) + CH3CHO(35),C#C[O]+CC[O]_C=C=O+CC=O
1899,1899,CH2CO(24) + CH3CHO(35) <=> HCCO(27) + C2H5O(49),C=C=O+CC=O_C#C[O]+CC[O]
1900,1900,CH2O(9) + CH2CO(24) <=> CH3O(31) + HCCO(27),C=C=O+C=O_C#C[O]+C[O]
1901,1901,CH2CO(24) + CH2CO(24) <=> HCCO(27) + CH2CHO(21),C=C=O+C=C=O_C#C[O]+[CH2]C=O
1902,1902,HCCO(27) + C3KET21(73) <=> CH2CO(24) + CH3COCH2O2(72),C#C[O]+CC(=O)COO_C=C=O+CC(=O)CO[O]
1903,1903,HCCO(27) + CC(CCOO)OO(787) <=> CH2CO(24) + C4H8OOH1-3O2(225),C#C[O]+CC(CCOO)OO_C=C=O+CC(CCOO)O[O]
1904,1904,CH3(18) + CH2CO(24) <=> CH4(10) + HCCO(27),C=C=O+[CH3]_C+C#C[O]
1905,1905,HCCO(27) + CC(CCOO)OO(787) <=> CH2CO(24) + C4H8OOH2-4O2(229),C#C[O]+CC(CCOO)OO_C=C=O+CC(CCO[O])OO
1906,1906,HCCO(27) + [CH2]C[O](703) <=> CH2CO(24) + CH2CHO(21),C#C[O]+[CH2]C[O]_C=C=O+[CH2]C=O
