i,name,SMILES,unique_string
35388,C4H7O3(348) + C8H14O7(18767) <=> C4H8O3(189) + C8H13O7(18913),C=C([O])CCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC(=O)CCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,2540+2833=78+1458
35389,C3H5O3(2070) + C8H14O7(18767) <=> C3H6O3(201) + C8H13O7(18745),[O]OCCC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO_O=CCCOO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,1168+2833=282+1452
35390,[O]CCC1CO1(529) + C8H13O7(18745) <=> C4H6O2(2413) + C8H14O7(18767),[O]CCC1CO1+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_O=CCC1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1247+1452=1248+2833
35391,[O]CCC1CO1(529) + C8H13O7(18913) <=> C4H6O2(2413) + C8H14O7(18767),[O]CCC1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO_O=CCC1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1247+1458=1248+2833
35392,C2H4O(35)(40) + C3H4O2(1783) <=> C2H3O2(475) + [CH2]C1CO1(533),CC=O+O=CC1CO1_C=CO[O]+[CH2]C1CO1,33+2161=104+2648
35393,HO2(14) + C3H4O2(1783) <=> HO2(14) + C3H4O2(1772),[O]O+O=CC1CO1_[O]O+C1=COOC1,19+2161=19+2494
35394,HO2(14) + C8H14O7(18767) <=> H2O2(16) + C8H13O7(18913),[O]O+CC(=O)C(OO)C(=O)C(O)CC(C)OO_OO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,19+2833=20+1458
35395,C4H8(18) + C8H13O7(18913) <=> C4H7(82) + C8H14O7(18767),C=CCC+C=C([O])C(OO)C(=O)C(O)CC(C)OO_[CH2]C=CC+CC(=O)C(OO)C(=O)C(O)CC(C)OO,61+1458=63+2833
35396,C4H7(88) + C8H14O7(18767) <=> C4H8(18) + C8H13O7(18913),[CH2]CC=C+CC(=O)C(OO)C(=O)C(O)CC(C)OO_C=CCC+C=C([O])C(OO)C(=O)C(O)CC(C)OO,64+2833=61+1458
35397,C[CH]OO(166) + C8H14O7(18767) <=> CCOO(23) + C8H13O7(18913),C[CH]OO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,2452+2833=39+1458
35398,[CH2]COO(92) + C8H14O7(18767) <=> CCOO(23) + C8H13O7(18913),[CH2]COO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,181+2833=39+1458
35399,C4H9O2(46) + C8H14O7(18767) <=> CCCCOO(19) + C8H13O7(18913),C[CH]CCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,70+2833=280+1458
35400,[CH2]CCCOO(67) + C8H14O7(18767) <=> CCCCOO(19) + C8H13O7(18913),[CH2]CCCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,71+2833=280+1458
35401,C2H3O(39) + C8H14O7(18767) <=> C2H4O(35)(40) + C8H13O7(18913),[CH2]C=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC=O+C=C([O])C(OO)C(=O)C(O)CC(C)OO,24+2833=33+1458
35402,C2H4O(35)(40) + C8H13O7(18913) <=> C2H3O(35) + C8H14O7(18767),CC=O+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C[C]=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,33+1458=23+2833
35403,CH2O(9) + C8H13O7(18913) <=> CHO(192) + C8H14O7(18767),C=O+C=C([O])C(OO)C(=O)C(O)CC(C)OO_[CH]=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,12+1458=22+2833
35404,C4H8O2(101) + C8H13O7(18913) <=> C4H7O2(1604) + C8H14O7(18767),C=CCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C=CCCO[O]+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+2462=100+2833
35405,[O]CCC1CO1(529) + C8H14O7(18767) <=> OCCC1CO1(580) + C8H13O7(18913),[O]CCC1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO_OCCC1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO,1247+2833=103+1458
35406,OCC[C]1CO1(690) + C8H14O7(18767) <=> OCCC1CO1(580) + C8H13O7(18913),OCC[C]1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO_OCCC1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO,2483+2833=103+1458
35407,C4H7O2(1630) + C8H14O7(18767) <=> OCCC1CO1(580) + C8H13O7(18913),OCCC1[CH]O1+CC(=O)C(OO)C(=O)C(O)CC(C)OO_OCCC1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO,2484+2833=103+1458
35408,OOCCCOO(197) + C8H13O7(18913) <=> [O]OCCCOO(179) + C8H14O7(18767),OOCCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_[O]OCCCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+1531=276+2833
35409,OO[CH]CCOO(198) + C8H14O7(18767) <=> OOCCCOO(197) + C8H13O7(18913),OO[CH]CCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_OOCCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,370+2833=1458+1531
35410,C2H3O(35) + C8H13O7(18745) <=> C2H2O(36) + C8H14O7(18767),C[C]=O+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_C=C=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,23+1452=27+2833
35411,C2H3O(35) + C8H13O7(18913) <=> C2H2O(36) + C8H14O7(18767),C[C]=O+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C=C=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,23+1458=27+2833
35412,C2H3O(39) + C8H13O7(18745) <=> C2H2O(36) + C8H14O7(18767),[CH2]C=O+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_C=C=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,24+1452=27+2833
35413,C2H3O(39) + C8H13O7(18913) <=> C2H2O(36) + C8H14O7(18767),[CH2]C=O+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C=C=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,24+1458=27+2833
35414,C2H3(30) + C8H14O7(18767) <=> C2H4(11) + C8H13O7(18913),[CH]=C+CC(=O)C(OO)C(=O)C(O)CC(C)OO_C=C+C=C([O])C(OO)C(=O)C(O)CC(C)OO,25+2833=14+1458
35415,C4H8(28) + C8H13O7(18913) <=> C4H7(82) + C8H14O7(18767),CC=CC+C=C([O])C(OO)C(=O)C(O)CC(C)OO_[CH2]C=CC+CC(=O)C(OO)C(=O)C(O)CC(C)OO,62+1458=63+2833
35416,C3H5(41) + C8H14O7(18767) <=> C3H6(12) + C8H13O7(18745),[CH2]C=C+CC(=O)C(OO)C(=O)C(O)CC(C)OO_C=CC+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,50+2833=15+1452
35417,C3H5(176) + C8H14O7(18767) <=> C3H6(12) + C8H13O7(18745),C=[C]C+CC(=O)C(OO)C(=O)C(O)CC(C)OO_C=CC+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,853+2833=15+1452
35418,C3H5(81) + C8H14O7(18767) <=> C3H6(12) + C8H13O7(18745),[CH]=CC+CC(=O)C(OO)C(=O)C(O)CC(C)OO_C=CC+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,2444+2833=15+1452
35419,C[CH]C(C)OO(161) + C8H14O7(18767) <=> CCC(C)OO(20) + C8H13O7(18913),C[CH]C(C)OO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCC(C)OO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,272+2833=60+1458
35420,[CH2]CC(C)OO(22) + C8H14O7(18767) <=> CCC(C)OO(20) + C8H13O7(18913),[CH2]CC(C)OO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCC(C)OO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,72+2833=60+1458
35421,CCCO[O](63)(50) + C8H14O7(18767) <=> CCCOO(34) + C8H13O7(18745),CCCO[O]+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCCOO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,51+2833=275+1452
35422,[CH2]CCOO(94) + C8H14O7(18767) <=> CCCOO(34) + C8H13O7(18745),[CH2]CCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCCOO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,53+2833=275+1452
35423,C4H7O2(1074)(54) + C8H13O7(18745) <=> C4H6O2(55) + C8H14O7(18767),[O]CCCC=O+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_O=CCCC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,297+1452=369+2833
35424,C4H7O2(1074)(54) + C8H13O7(18913) <=> C4H6O2(55) + C8H14O7(18767),[O]CCCC=O+C=C([O])C(OO)C(=O)C(O)CC(C)OO_O=CCCC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,297+1458=369+2833
35425,C[C]1OC1C(332) + C8H14O7(18767) <=> CC1OC1C(268) + C8H13O7(18745),C[C]1OC1C+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC1OC1C+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,2538+2833=312+1452
35426,C4H7O3(509) + C8H14O7(18767) <=> C4H8O3(472) + C8H13O7(18745),CC(=O)C(C)O[O]+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC(=O)C(C)OO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,2542+2833=314+1452
35427,C4H7O3(514) + C8H14O7(18767) <=> C4H8O3(472) + C8H13O7(18745),C=C([O])C(C)OO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC(=O)C(C)OO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,2543+2833=314+1452
35428,OOCCC1CO1(286) + C8H13O7(18913) <=> [O]OCCC1CO1(531) + C8H14O7(18767),OOCCC1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO_[O]OCCC1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1246+1458=2544+2833
35429,OOCC[C]1CO1(532) + C8H14O7(18767) <=> OOCCC1CO1(286) + C8H13O7(18913),OOCC[C]1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO_OOCCC1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO,2545+2833=1246+1458
35430,C3H6O3(201) + C8H13O7(18913) <=> C3H5O3(2070) + C8H14O7(18767),O=CCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_[O]OCCC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,282+1458=1168+2833
35431,C3H5O(1750) + C8H13O7(18745) <=> C3H4O(1756) + C8H14O7(18767),C=CC[O]+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_C=CC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,54+1452=47+2833
35432,C3H5O(1750) + C8H13O7(18913) <=> C3H4O(1756) + C8H14O7(18767),C=CC[O]+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C=CC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,54+1458=47+2833
35433,C4H7O2(2463) + C8H13O7(18745) <=> C4H6O2(2467) + C8H14O7(18767),OC=C[CH]CO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_O=CC=CCO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1452+2487=2488+2833
35434,C4H7O2(2463) + C8H13O7(18913) <=> C4H6O2(2467) + C8H14O7(18767),OC=C[CH]CO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_O=CC=CCO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+2487=2488+2833
35435,C4H7O2(384) + C8H13O7(18745) <=> C4H6O2(2467) + C8H14O7(18767),[O]C=CCCO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_O=CC=CCO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1452+2485=2488+2833
35436,C4H7O2(384) + C8H13O7(18913) <=> C4H6O2(2467) + C8H14O7(18767),[O]C=CCCO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_O=CC=CCO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+2485=2488+2833
35437,C4H7O2(210) + C8H13O7(18745) <=> C4H6O2(646) + C8H14O7(18767),CC([O])CC=O+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_CC(=O)CC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,283+1452=286+2833
35438,C4H7O2(210) + C8H13O7(18913) <=> C4H6O2(646) + C8H14O7(18767),CC([O])CC=O+C=C([O])C(OO)C(=O)C(O)CC(C)OO_CC(=O)CC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,283+1458=286+2833
35439,C4H7O2(341) + C8H13O7(18745) <=> C4H6O2(646) + C8H14O7(18767),CC(=O)CC[O]+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_CC(=O)CC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,86+1452=286+2833
35440,C4H7O2(341) + C8H13O7(18913) <=> C4H6O2(646) + C8H14O7(18767),CC(=O)CC[O]+C=C([O])C(OO)C(=O)C(O)CC(C)OO_CC(=O)CC=O+CC(=O)C(OO)C(=O)C(O)CC(C)OO,86+1458=286+2833
35441,C4H7O3(324) + C8H13O7(18745) <=> C4H6O3(10260) + C8H14O7(18767),[O]C=CCCOO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_O=C=CCCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1452+2548=2610+2833
35442,C4H7O3(324) + C8H13O7(18913) <=> C4H6O3(10260) + C8H14O7(18767),[O]C=CCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_O=C=CCCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+2548=2610+2833
35443,C4H7(88) + C8H13O7(18745) <=> C4H6(587) + C8H14O7(18767),[CH2]CC=C+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_C=CC=C+CC(=O)C(OO)C(=O)C(O)CC(C)OO,64+1452=66+2833
35444,C4H7(88) + C8H13O7(18913) <=> C4H6(587) + C8H14O7(18767),[CH2]CC=C+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C=CC=C+CC(=O)C(OO)C(=O)C(O)CC(C)OO,64+1458=66+2833
35445,C4H7(82) + C8H13O7(18745) <=> C4H6(587) + C8H14O7(18767),[CH2]C=CC+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_C=CC=C+CC(=O)C(OO)C(=O)C(O)CC(C)OO,63+1452=66+2833
35446,C4H7(82) + C8H13O7(18913) <=> C4H6(587) + C8H14O7(18767),[CH2]C=CC+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C=CC=C+CC(=O)C(OO)C(=O)C(O)CC(C)OO,63+1458=66+2833
35447,C2H3O3(2617) + C2H4(11) <=> HO2(14) + C4H6O(5464),CC(=O)O[O]+C=C_[O]O+C=C1CCO1,14+182=19+2585
35448,C2H2O(36) + C[CH2](25) <=> C4H7O(508),C=C=O+C[CH2]_CC=C(C)[O],27+32=2541
35449,C2H2O(36) + C[CH2](25) <=> C4H7O(12532),C=C=O+C[CH2]_C=C([O])CC,27+32=2756
35450,C2H2O(36) + C[CH2](25) <=> C4H7O(342),C=C=O+C[CH2]_[CH2]CC(C)=O,27+32=2539
35451,C[C]1CCO1(390) <=> C4H7O(12532),C[C]1CCO1_C=C([O])CC,2555=2756
35452,C[C]1CCO1(390) <=> C2H2O(36) + C[CH2](25),C[C]1CCO1_C=C=O+C[CH2],2555=27+32
35453,C2H2O(36) + C[CH2](25) <=> CO(6) + [CH2]CC(58),C=C=O+C[CH2]_[C-]#[O+]+[CH2]CC,27+32=9+48
35454,C2H2O(36) + C[CH2](25) <=> [CH2](69) + C3H5O(344),C=C=O+C[CH2]_[CH2]+C=C(C)[O],27+32=26+43
35455,C2H2O(36) + C[CH2](25) <=> C2H3O(35) + C2H4(11),C=C=O+C[CH2]_C[C]=O+C=C,27+32=14+23
35456,C2H2O(36) + C[CH2](25) <=> H(38) + C4H6O(5464),C=C=O+C[CH2]_[H]+C=C1CCO1,27+32=17+2585
35457,C2H2O(36) + C[CH2](25) <=> H(38) + C4H6O(687),C=C=O+C[CH2]_[H]+C=CC(C)=O,27+32=17+1111
35458,C4H7O(12532) <=> H(38) + C4H6O(5464),C=C([O])CC_[H]+C=C1CCO1,2756=17+2585
35459,CH2O(9) + CH2O(9) <=> H(38) + C2H3O2(2402),C=O+C=O_[H]+[CH2]OC=O,12+12=17+2827
35460,CH2O(9) + C2H4O(35)(40) <=> [CH3](21) + C2H3O2(2402),C=O+CC=O_[CH3]+[CH2]OC=O,12+33=21+2827
35461,CH2O(9) + C3H6O3(201) <=> C2H3O2(2402) + [CH2]COO(92),C=O+O=CCCOO_[CH2]OC=O+[CH2]COO,12+282=181+2827
35462,CH2O(9) + C4H6O2(2413) <=> C2H3O2(2402) + [CH2]C1CO1(533),C=O+O=CCC1CO1_[CH2]OC=O+[CH2]C1CO1,12+1248=104+2827
35463,CH2O(9) + C3H4O(1756) <=> C2H3(30) + C2H3O2(2402),C=O+C=CC=O_[CH]=C+[CH2]OC=O,12+47=25+2827
35464,CH2O(9) + C4H6O2(646) <=> C2H3O2(2402) + C3H5O(344),C=O+CC(=O)CC=O_[CH2]OC=O+C=C(C)[O],12+286=43+2827
35465,CH2O(9) + C4H6O2(2467) <=> C2H3O2(2402) + C3H5O(1974),C=O+O=CC=CCO_[CH2]OC=O+[CH]=CCO,12+2488=2160+2827
35466,CH2O(9) + C3H4O2(1783) <=> [CH]1CO1(277) + C2H3O2(2402),C=O+O=CC1CO1_[CH]1CO1+[CH2]OC=O,12+2161=2537+2827
35467,C2H3O2(2396) <=> C2H3O2(2402),[O]CC=O_[CH2]OC=O,2465=2827
35468,[O]C1CO1(17319) <=> C2H3O2(2402),[O]C1CO1_[CH2]OC=O,2732=2827
35469,CH2O(9) + CH2O2(2005) <=> OH(27) + C2H3O2(2402),C=O+O=CO_[OH]+[CH2]OC=O,12+35=18+2827
35470,C2H3O2(2396) <=> CO(6) + [CH2]O(444),[O]CC=O_[C-]#[O+]+[CH2]O,2465=9+111
35471,[O]C1CO1(17319) <=> CO(6) + [CH2]O(444),[O]C1CO1_[C-]#[O+]+[CH2]O,2732=9+111
35472,C2H3O2(2402) <=> CO(6) + [CH2]O(444),[CH2]OC=O_[C-]#[O+]+[CH2]O,2827=9+111
35473,C2H3O2(2402) <=> CHO(192) + CH2O(9),[CH2]OC=O_[CH]=O+C=O,2827=12+22
35474,C2H3O2(2402) <=> O(5) + [CH]1CO1(277),[CH2]OC=O_[O]+[CH]1CO1,2827=8+2537
35475,C2H3O2(2402) <=> H(38) + C2H2O2(2586),[CH2]OC=O_[H]+O=C1CO1,2827=17+311
35476,C2H3O2(2402) <=> CO(6) + C[O](238),[CH2]OC=O_[C-]#[O+]+C[O],2827=9+30
35477,C2H3O2(2402) <=> O(5) + C2H3O(39),[CH2]OC=O_[O]+[CH2]C=O,2827=8+24
35478,O2(2) + C2H3O2(2402) <=> CO2(7) + CO[O](29),[O][O]+[CH2]OC=O_O=C=O+CO[O],5+2827=10+36
35479,C2H3O2(2396) <=> C2H3O2(23950),[O]CC=O_CO[C]=O,2465=2836
35480,[O]C1CO1(17319) <=> C2H3O2(23950),[O]C1CO1_CO[C]=O,2732=2836
35481,C2H3O2(2402) <=> C2H3O2(23950),[CH2]OC=O_CO[C]=O,2827=2836
35482,C2H3O2(2396) <=> CO2(7) + [CH3](21),[O]CC=O_O=C=O+[CH3],2465=10+21
35483,[O]C1CO1(17319) <=> CO2(7) + [CH3](21),[O]C1CO1_O=C=O+[CH3],2732=10+21
35484,C2H3O2(2402) <=> CO2(7) + [CH3](21),[CH2]OC=O_O=C=O+[CH3],2827=10+21
35485,C2H3O2(23950) <=> CO(6) + C[O](238),CO[C]=O_[C-]#[O+]+C[O],2836=9+30
35486,C2H3O2(23950) <=> CO2(7) + [CH3](21),CO[C]=O_O=C=O+[CH3],2836=10+21
35487,C2H3O2(23950) <=> CO(6) + [CH2]O(444),CO[C]=O_[C-]#[O+]+[CH2]O,2836=9+111
35488,C2H3O2(23950) <=> CHO(192) + CH2O(9),CO[C]=O_[CH]=O+C=O,2836=12+22
35489,C2H3O2(23950) <=> O(5) + [CH]1CO1(277),CO[C]=O_[O]+[CH]1CO1,2836=8+2537
35490,C2H3O2(23950) <=> H(38) + C2H2O2(2586),CO[C]=O_[H]+O=C1CO1,2836=17+311
35491,C2H3O2(23950) <=> O(5) + C2H3O(39),CO[C]=O_[O]+[CH2]C=O,2836=8+24
35492,O2(2) + C2H3O2(2402) <=> C2H3O4(20666),[O][O]+[CH2]OC=O_[O]OCOC=O,5+2827=2835
35493,C2H3O4(20666) <=> CO2(7) + CO[O](29),[O]OCOC=O_O=C=O+CO[O],2835=10+36
35494,O2(2) + C2H3O2(2402) <=> C2H3O4(24110),[O][O]+[CH2]OC=O_O=[C]OCOO,5+2827=2837
35495,C2H3O4(24110) <=> CO2(7) + CO[O](29),O=[C]OCOO_O=C=O+CO[O],2837=10+36
35496,C2H3O4(24110) <=> C2H3O4(20666),O=[C]OCOO_[O]OCOC=O,2837=2835
35497,CO2(7) + [CH2]OO(93) <=> C2H3O4(24110),O=C=O+[CH2]OO_O=[C]OCOO,10+190=2837
35498,C3H6(12) + C8H13O7(18913) <=> C3H5(41) + C8H14O7(18767),C=CC+C=C([O])C(OO)C(=O)C(O)CC(C)OO_[CH2]C=C+CC(=O)C(OO)C(=O)C(O)CC(C)OO,15+1458=50+2833
35499,C3H5(176) + C8H14O7(18767) <=> C3H6(12) + C8H13O7(18913),C=[C]C+CC(=O)C(OO)C(=O)C(O)CC(C)OO_C=CC+C=C([O])C(OO)C(=O)C(O)CC(C)OO,853+2833=15+1458
35500,C3H5(81) + C8H14O7(18767) <=> C3H6(12) + C8H13O7(18913),[CH]=CC+CC(=O)C(OO)C(=O)C(O)CC(C)OO_C=CC+C=C([O])C(OO)C(=O)C(O)CC(C)OO,2444+2833=15+1458
35501,COO(43) + C8H13O7(18745) <=> CO[O](29) + C8H14O7(18767),COO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_CO[O]+CC(=O)C(OO)C(=O)C(O)CC(C)OO,37+1452=36+2833
35502,COO(43) + C8H13O7(18913) <=> CO[O](29) + C8H14O7(18767),COO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_CO[O]+CC(=O)C(OO)C(=O)C(O)CC(C)OO,37+1458=36+2833
35503,CCCOO(34) + C8H13O7(18913) <=> CCCO[O](63)(50) + C8H14O7(18767),CCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_CCCO[O]+CC(=O)C(OO)C(=O)C(O)CC(C)OO,275+1458=51+2833
35504,[CH2]CCOO(94) + C8H14O7(18767) <=> CCCOO(34) + C8H13O7(18913),[CH2]CCOO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CCCOO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,53+2833=275+1458
35505,C4H7O3(325) + [CH2]CCCO(117) <=> C4H8O(545) + C4H8O3(1060)(49),O=CCC[CH]OO+[CH2]CCCO_C=CCCO+O=CCCCOO,291+2808=296+382
35506,C[C]1CCO1(390) + C8H14O7(18767) <=> CC1CCO1(99) + C8H13O7(18745),C[C]1CCO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC1CCO1+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,2555+2833=68+1452
35507,C4H8O3(472) + C8H13O7(18913) <=> C4H7O3(509) + C8H14O7(18767),CC(=O)C(C)OO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_CC(=O)C(C)O[O]+CC(=O)C(OO)C(=O)C(O)CC(C)OO,314+1458=2542+2833
35508,C4H7O3(514) + C8H14O7(18767) <=> C4H8O3(472) + C8H13O7(18913),C=C([O])C(C)OO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC(=O)C(C)OO+C=C([O])C(OO)C(=O)C(O)CC(C)OO,2543+2833=314+1458
35509,[CH2]CCO(543) + C8H13O7(18745) <=> C3H6O(1955) + C8H14O7(18767),[CH2]CCO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_C=CCO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,292+1452=115+2833
35510,[CH2]CCO(543) + C8H13O7(18913) <=> C3H6O(1955) + C8H14O7(18767),[CH2]CCO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C=CCO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,292+1458=115+2833
35511,C[CH]CO(1957) + C8H13O7(18745) <=> C3H6O(1955) + C8H14O7(18767),C[CH]CO+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_C=CCO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1452+2790=115+2833
35512,C[CH]CO(1957) + C8H13O7(18913) <=> C3H6O(1955) + C8H14O7(18767),C[CH]CO+C=C([O])C(OO)C(=O)C(O)CC(C)OO_C=CCO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+2790=115+2833
35513,C8H13O7(18913) + C8H14O7(18767) <=> C8H13O7(18745) + C8H14O7(18767),C=C([O])C(OO)C(=O)C(O)CC(C)OO+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC(=O)C(O[O])C(=O)C(O)CC(C)OO+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+2833=1452+2833
35514,[O]C1CO1(17319) + C8H13O7(18745) <=> C2H2O2(2586) + C8H14O7(18767),[O]C1CO1+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_O=C1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1452+2732=311+2833
35515,[O]C1CO1(17319) + C8H13O7(18913) <=> C2H2O2(2586) + C8H14O7(18767),[O]C1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO_O=C1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+2732=311+2833
35516,O2(2) + C2H3O4(24110) <=> C2H3O6(24360),[O][O]+O=[C]OCOO_[O]OC(=O)OCOO,5+2837=2838
35517,O2(2) + C2H3O4(24110) <=> OH(27) + C2H2O5(25102),[O][O]+O=[C]OCOO_[OH]+O=COC(=O)OO,5+2837=18+2839
35518,C2H3O6(24360) <=> OH(27) + C2H2O5(25102),[O]OC(=O)OCOO_[OH]+O=COC(=O)OO,2838=18+2839
35519,O2(2) + C2H3O4(24110) <=> C2H3O6(25103),[O][O]+O=[C]OCOO_[O]OCOC(=O)OO,5+2837=2840
35520,C2H3O6(24360) <=> C2H3O6(25103),[O]OC(=O)OCOO_[O]OCOC(=O)OO,2838=2840
35521,C2H3O6(25103) <=> OH(27) + C2H2O5(25102),[O]OCOC(=O)OO_[OH]+O=COC(=O)OO,2840=18+2839
35522,C4H8O(271) <=> H(38) + C4H7O(508),C[CH]C(C)[O]_[H]+CC=C(C)[O],290=17+2541
35523,C4H8O(271) <=> O(5) + C4H8(28),C[CH]C(C)[O]_[O]+CC=CC,290=8+62
35524,C4H8O(271) <=> H(38) + C[C]1OC1C(332),C[CH]C(C)[O]_[H]+C[C]1OC1C,290=17+2538
35525,C2H3O(39) + C1CO1(1701) <=> C2H3O2(475) + C2H4(11),[CH2]C=O+C1CO1_C=CO[O]+C=C,24+41=14+2648
